Step,Similarity,Calc_time
50,0.93678487723827,0.41474032402038574
51,0.9411673149832496,0.5068354606628418
52,0.957626102557955,0.7995603084564209
53,0.876635010157025,0.5844643115997314
54,0.9378831608254353,0.47405481338500977
55,0.9449105631569975,0.483379602432251
56,0.9866989862750831,0.40682554244995117
57,0.9524907385583612,0.4047374725341797
58,0.7872557843438623,0.40366649627685547
59,0.9301874413331997,0.3843953609466553
60,0.9782723537957863,0.36979150772094727
61,0.7723455205866344,0.41403913497924805
62,0.920583690849436,0.3797471523284912
63,0.9988241594637662,0.4287588596343994
64,0.9071347805205342,0.4193413257598877
65,0.9804617114106325,0.5108363628387451
66,0.9175189641521534,0.7054955959320068
67,0.8693168565515772,0.6874620914459229
68,0.9436607424912601,0.4800088405609131
69,0.8729647980115798,0.7829041481018066
70,0.9266592933344872,0.5486087799072266
71,0.9730306428295361,0.5828094482421875
72,0.8621672379371108,0.7185876369476318
73,0.5578250063476298,1.051619529724121
74,0.9785557291347169,1.0698320865631104
75,0.9741566180665172,0.8477282524108887
76,0.8663508680630527,0.6446342468261719
77,0.9314228473477326,0.4922943115234375
78,0.8945726576986276,0.6546354293823242
79,0.9385092424429846,0.6260993480682373
80,0.8090219988178923,0.49089527130126953
81,0.9024737747896869,0.4400053024291992
82,0.9289451497222313,0.4382927417755127
83,0.8942637622183937,0.7616424560546875
84,0.9644913938852184,0.6576426029205322
85,0.8795032160973968,0.47649073600769043
86,0.8874456412384613,0.3459796905517578
87,0.9355796342845173,0.40173959732055664
88,0.9078236085805325,0.47655439376831055
89,0.5547827459410041,0.3815312385559082
90,0.893438591314216,0.44291067123413086
91,0.8905220170228242,0.4572148323059082
92,0.9029233520118793,0.4376382827758789
93,0.9762740541622792,0.3759019374847412
94,0.9099821720441327,0.3952465057373047
95,0.9497421764332674,0.34572505950927734
96,0.8028930687651018,0.37526679039001465
97,0.9120273331976192,0.3937089443206787
98,0.8461749871127178,0.42047858238220215
99,0.8295891728413881,0.3586466312408447
