Step,Similarity,Calc_time
0,0.9628534553601659,2.130021095275879
1,0.8650220258214347,2.0111160278320312
2,0.8459083611021196,2.2360823154449463
3,0.9945657677244484,2.627741575241089
4,0.9894722102389112,4.977749824523926
5,0.9778572023422598,5.110055208206177
6,0.7963359768548715,5.332887887954712
7,0.8526953027956101,5.660895347595215
8,0.807804919330267,6.753971099853516
9,0.8069022870811712,5.971472501754761
10,0.9755722023699269,5.65996527671814
11,0.9697762498305298,5.622870206832886
12,0.8895638620622024,5.7153425216674805
13,0.9658097252918382,5.455313444137573
14,0.8269088423979442,5.624334096908569
15,0.9755729365831979,5.556913375854492
16,0.9977634005985144,5.575984477996826
17,0.9711513065586742,5.953678369522095
18,0.7995649211816731,5.3478147983551025
19,0.9704272845078324,5.0740203857421875
20,0.9102253418163345,4.7037763595581055
21,0.921099909517996,4.58403468132019
22,0.9788607204909499,4.544205188751221
23,0.9338293345937964,4.547788381576538
24,0.9969319765018709,5.870050668716431
25,0.9840353084949771,5.247404336929321
26,0.9989849098329403,5.079414367675781
27,0.9588455936804926,6.128792762756348
28,0.698357588787385,4.590620517730713
29,0.7819071579047954,5.357427358627319
30,0.9862142901954043,5.160168886184692
31,0.8509039037578392,4.7061076164245605
32,0.9384736555641401,5.0671772956848145
33,0.8929699982089639,4.552802801132202
34,0.7734125163865022,4.613258361816406
35,0.8796301277754757,4.5793538093566895
36,0.9450805025671775,4.506964445114136
37,0.8372180047275483,4.574681997299194
38,0.8654860195892978,4.9761803150177
39,0.9158623913029877,5.970905780792236
40,0.9714410741653839,4.739648342132568
41,0.8463105514027215,5.109919309616089
42,0.9243176251400688,5.662757635116577
43,0.7950303325305682,5.824504375457764
44,0.9933755324688442,4.668998956680298
45,0.9839753606223447,5.852216958999634
46,0.9670795552764212,4.639576435089111
47,0.9720564928447445,4.923035383224487
48,0.9567781765267956,4.651388883590698
49,0.9885407713388596,4.649548530578613
