Step,Similarity,Calc_time
0,0.8864128056754184,2.2069435119628906
1,0.9691133203056272,2.225908041000366
2,0.9976602384213092,2.032174825668335
3,0.724546939744706,2.0543293952941895
4,0.8781337637631894,2.230839967727661
5,0.6247011325068527,2.4362382888793945
6,0.2791447869288078,2.002079486846924
7,0.29891808524377567,2.169757843017578
8,-0.07987723497045363,2.51164174079895
9,0.8693142780583151,2.449934244155884
10,0.19097042888010002,2.10048770904541
11,-0.20177566410373052,2.1204681396484375
12,-0.5536780023760378,2.082887887954712
13,-0.8776873284225788,2.0905773639678955
14,-0.6515422125826978,2.155673027038574
15,-0.6580622311592466,2.2152626514434814
16,-0.788016053341493,2.110891819000244
17,-0.7608121891551076,2.1537373065948486
18,-0.9376833149091874,2.1555047035217285
19,-0.11145699670948303,2.113133668899536
20,-0.6204197754995315,2.094560146331787
21,-0.0392037674148212,2.168313503265381
22,0.6139620719973445,2.1397759914398193
23,0.7194942901023853,2.1965785026550293
24,0.6032253761744064,2.303212881088257
25,0.8391972449166598,2.094358444213867
26,0.5068446230261693,2.145063877105713
27,0.4600644316547515,2.106384515762329
28,0.68127679428869,2.123744249343872
29,-0.12632496976210084,2.2016375064849854
30,-0.09926362219361302,2.031398057937622
31,-0.1744589738272092,2.123695135116577
32,-0.5780167046286789,2.1793372631073
33,-0.2118653255197368,2.1632354259490967
34,-0.41769682966322463,2.144041061401367
35,0.013735153159868074,2.1677780151367188
36,-0.8985357074706919,2.1606624126434326
37,-0.5928802159008193,2.111745834350586
38,-0.23658710382535444,2.228724479675293
39,0.35770406805836996,2.0918078422546387
40,0.5493526142807373,2.3958845138549805
41,0.9468342609316341,2.199016571044922
42,0.8051961683227103,2.115239143371582
43,0.8744682732400404,2.3938145637512207
44,0.9726667253016619,2.193603515625
45,0.319338099943946,2.2024874687194824
46,0.6663053426939356,2.172776937484741
47,0.6796223023289759,2.2098639011383057
48,0.503238321274951,2.106337785720825
49,0.438400375923118,2.3408191204071045
