Step,Similarity,Calc_time
0,0.4625882030671943,0.592686653137207
1,0.7901855079160998,0.5066146850585938
2,0.8122829504171213,0.40456366539001465
3,0.7711577071679755,0.4577915668487549
4,0.6204006980554317,0.6299581527709961
5,0.6968927161305201,0.7671074867248535
6,0.761010776046943,0.5362701416015625
7,0.7960236954421295,0.6031179428100586
8,0.5054743556526891,0.5587344169616699
9,0.4900774553955451,0.4287891387939453
10,0.6728535090283453,0.4582188129425049
11,0.7640745698108907,0.37993669509887695
12,0.5504919177319064,0.4284689426422119
13,0.4169399344761889,0.381105899810791
14,0.6397364684622875,0.4089055061340332
15,0.4823489430752164,0.383181095123291
16,0.803725071046726,0.4700934886932373
17,0.8519949959029257,0.3935248851776123
18,0.7198437643641189,0.39395618438720703
19,0.7341330859668768,0.5321457386016846
20,0.47620301255050107,0.4280095100402832
21,0.7389508196316077,0.3654143810272217
22,0.8499248254538653,0.589242696762085
23,0.800246945111051,0.6260929107666016
24,0.7553335065897312,0.49158811569213867
25,0.8498641000263575,0.5475451946258545
26,0.5551622227316426,0.5999429225921631
27,0.24940723729171932,0.4282200336456299
28,0.5284676122150838,0.4365808963775635
29,0.392467681267436,0.6031494140625
30,0.40603387712267447,0.5010454654693604
31,0.5092892785705017,0.48133158683776855
32,0.6013747719813276,0.5741193294525146
33,0.24978263901190942,0.4388611316680908
34,0.5376564006599972,0.42983222007751465
35,0.5347449403256438,0.49123096466064453
36,0.800501762076424,0.47251296043395996
37,0.8900059614921418,0.42829346656799316
38,0.4960583306333941,0.4506845474243164
39,0.3861995487501312,0.5128216743469238
40,0.44648226731419643,0.522697925567627
41,0.43354296630059386,0.617985725402832
42,0.5265865203135054,0.5833940505981445
43,0.5693054857102406,0.461519718170166
44,0.7487464934924191,0.49338626861572266
45,0.410392672699346,0.42673492431640625
46,0.5110511867405676,0.3853621482849121
47,0.5108225537352299,0.46523475646972656
48,0.5377810650815582,0.4352223873138428
49,0.6274252173262675,0.37856554985046387
